field_1,kraftwerksnummer_bundesnetzagentur,unternehmen,kraftwerksname,plz_standort_kraftwerk,ort_standort_kraftwerk,stra_e_und_hausnummer_standort_kraftwerk,bundesland,blockname,aufnahme_der_kommerziellen_stromerzeugung_der_derzeit_in_betrie,kraftwerksstatus_in_betrieb_vorlaufig_stillgelegt_saisonale_k,energietrager,spezifizierung_mehrere_energietrager_und_sonstige_energietrag,spezifizierung_mehrere_energietrager___zusatz__ersatzbrennst,auswertungenergietrager_zuordnung_zu_einem_hauptenergietrage,vergutungsfahig_nach_eeg_ja_nein,warmeauskopplung_kwk_ja_nein,netto_nennleistung_elektrische_wirkleistung_in_mw,bezeichnung_verknupfungspunkt_schaltanlage_mit_dem_stromnetz,netz__oder_umspannebene_des_anschlusses_in_kv,name_stromnetzbetreiber,the_geom,cartodb_id,created_at,updated_at,cartodb_georef_status
,BNA0284,Stadtwerke Frankfurt (Oder) GmbH,Heizkraftwerk FFO,15236,Frankfurt Oder,,Brandenburg,Block1-GuD-EK,1997,in Betrieb,Mehrere Energieträger,Braunkohlestaub,Erdgas,Braunkohle,Nein,Ja,45,"Zelle 3 und 13 Schaltanlage ""Am Hohen Feld 4""",20,Netzgesellschaft Frankfurt (Oder) mbH,,279,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0954,EnBW Energie Baden-Württemberg AG,Lünerseewerk,A-6774,Tschagguns,Latschauwerk,Österreich,Masch. 1 bis 5,1957,in Betrieb,Pumpspeicher,,,Pumpspeicher,Nein,nein,238,Bürs,220,Transnet BW GmbH,,910,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA1554,Windpark Söhrewald / Niestetal GmbH & Co. KG,Windpark Söhrewald,34320,Söhrewald,Gemarkung Wellerode,Hessen,,2013,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,15.4,"Umspannwerk Kraftwerk Kassel, Dennhäuser Str. 122, 34134 Kassel",30,Städtische Werke Netz + Service GmbH,,1547,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA1457,Mainova AG,Windpark Hohenahr,35644,Hohenahr,,Hessen,,2012 / 2013,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,14.4,ABO Wind UW Uettingen GmbH & Co. KG,110,Avacon AG,,1427,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA1408,Evonik Degussa GmbH,Heizkraftwerk Evonik Rheinfelden,79618,Rheinfelden,Untere Kanalstraße 3,Baden-Württemberg,,1980,in Betrieb,Mehrere Energieträger,Erdgas,Wasserstoff (Restgas eines Produktions-betriebes),Erdgas,Nein,Ja,16,Internes Netz,10,ED Netze GmbH ,0101000020E6100000832F4CA60A261F4016C1FF56B2C74740,1374,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0859,EnBW Energie Baden-Württemberg AG,Rheinkraftwerk Ryburg-Schwörstadt ,79603,Rheinfelden,Postfach 1370,Baden-Württemberg,Ryburg-Schwörstadt,1931,in Betrieb,Laufwasser,,,Laufwasser,Nein,nein,30,Ryburg-Schwörstadt bzw. CH,110,Netze BW GmbH,0101000020E6100000832F4CA60A261F4016C1FF56B2C74740,803,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0835,Energiedienst AG,KW Rheinfelden,79618,Rheinfelden,,Baden-Württemberg,KW Rheinfelden,2010,in Betrieb,Laufwasser,,,Laufwasser,Ja,Nein,46.7,110-kV-Leitung Rheinfelden-KRS Süd,110,ED Netze GmbH,0101000020E6100000832F4CA60A261F4016C1FF56B2C74740,781,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0974,EnBW Energie Baden-Württemberg AG,Rodundwerk I,A-6773,Vandans,,Österreich,Masch. 1 bis 4,1943,in Betrieb,Pumpspeicher,,,Pumpspeicher,Nein,nein,198,Bürs,220,Transnet BW GmbH,,928,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0975,EnBW Energie Baden-Württemberg AG,Rodundwerk II,A-6773,Vandans,,Österreich,Masch. 1,2012,in Betrieb,Pumpspeicher,,,Pumpspeicher,Nein,nein,295,Bürs,220,Transnet BW GmbH,,929,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA1592,,Windenergiepark Heidenrod GmbH,65321,Heidenrod,,Hessen,,2014,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,30.06,,HS,Westnetz GmbH,,1585,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA1563,RWE Innogy GmbH,OWP Nordsee Ost,,"AWZ, 33 km nördlich Helgoland",,AWZ,,2014,in Betrieb,Windenergie (Offshore-Anlage),,,Windenergie (Offshore-Anlage),Ja,Nein,110.7,,HS/ MS,TenneT TSO GmbH,,1556,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:36.047954+00,false
,BNA1562,HEAG Südhessische Energie AG / Stadtwerke München GmbH,Global Tech I,,Nordsee,,AWZ,,2014,in Betrieb,Windenergie (Offshore-Anlage),,,Windenergie (Offshore-Anlage),Ja,Nein,100,,HS,TenneT TSO GmbH,,1555,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:36.047954+00,false
,BNA1564,OWP Butendiek GmbH & Co. KG,Butendiek,,Nordsee-AWZSylWin-Cluster (5),,AWZ,,2015,in Betrieb,Windenergie (Offshore-Anlage),,,Windenergie (Offshore-Anlage),Ja,Nein,86.4,,HS,TenneT TSO GmbH,,1557,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:36.047954+00,false
,BNA1561,WindMW GmbH,Meerwind SüdIOst,,Nordsee vor Helgoland,,AWZ,,2014,in Betrieb,Windenergie (Offshore-Anlage),,,Windenergie (Offshore-Anlage),Ja,Nein,288,Helwin 1,155,TenneT TSO GmbH,,1554,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:36.047954+00,false
,BNA1268,Breeze Four Energy GmbH & Co. KG /Itec International,Tarnow,18249,Tranow,,Mecklenburg-Vorpommern,Tranow,2000,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,13.5,UW Tarnow,110,WEMAG Netz GmbH,,1212,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0548b,Statkraft Markets GmbH,Knapsack Gas II,50351,Hürth-Knapsack,,Nordrhein-Westfalen,,2013,in Betrieb,Erdgas,,,Erdgas,Nein,Nein,430,Knapsack,380,Amprion GmbH,,505,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA1597,,Windpark Bendorf-Oersdorf,25557,Bendorf-Oersdorf,,Schleswig-Holstein,,2014,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,27.45,,HS/ MS,Schleswig-Holstein Netz AG,,1590,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0485,Hüttenwerke Krupp Mannesmann GmbH,Huckingen,47259,Duisburg-Huckingen,,Nordrhein-Westfalen,A,1975,in Betrieb,Mehrere Energieträger,Erd-/Gicht-/Hochofengas,,Sonstige Energieträger(nicht erneuerbar) ,Nein,Ja,303,Mündelheim,220,Amprion GmbH,,443,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0486,Hüttenwerke Krupp Mannesmann GmbH,Huckingen,47259,Duisburg-Huckingen,,Nordrhein-Westfalen,B,1976,in Betrieb,Mehrere Energieträger,Erd-/Gicht-/Hochofengas,,Sonstige Energieträger(nicht erneuerbar) ,Nein,Ja,303,Mündelheim,220,Amprion GmbH,,444,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0997,STEAG New Energies GmbH,"HKW Fenne, Grubengaskraftwerk",66333,Völklingen-Fenne,,Saarland,Gasmotorenanlage Fenne,2003,in Betrieb,Grubengas,,,Grubengas,Ja,Ja,42,,10,Steag Power Saar GmbH,,951,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0998,STEAG Power Saar GmbH,Modellkraftwerk,66333,Völklingen-Fenne,Saarbrücker Straße 135-137,Saarland,MKV,1982,in Betrieb,Steinkohle,,,Steinkohle,Nein,ja,179,Fenne,110,VSE Verteilnetz GmbH,,952,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0999,STEAG Power Saar GmbH,Heizkraftwerk,66333,Völklingen-Fenne,Saarbrücker Straße 135-137,Saarland,HKV,1989,in Betrieb,Steinkohle,,,Steinkohle,Nein,ja,211,Fenne,110,VSE Verteilnetz GmbH,,953,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0557a,Currenta GmbH & Co. OHG,Kraftwerk L 57,47812,Krefeld-Uerdingen,"CHEMPARK, Geb. L 57",Nordrhein-Westfalen,,1957,in Betrieb,Mehrere Energieträger,Steinkohle,"Erdgas, Braunkohle, Produktionsrückstände",Steinkohle,Nein,Ja,26,,25,CURRENTA,0101000020E61000009C33A2B437581A40F33CB83B6BAB4940,515,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0557b,Currenta GmbH & Co. OHG,Kraftwerk N 230,47812,Krefeld-Uerdingen,"CHEMPARK, Geb. N 230",Nordrhein-Westfalen,,1971,in Betrieb,Mehrere Energieträger,Steinkohle,"Erdgas, Produktionsrückstände",Steinkohle,Nein,Ja,110,,25,CURRENTA,0101000020E61000009C33A2B437581A40F33CB83B6BAB4940,516,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA0947,Rowind GmbH,,6179,"Teutschenthal, OT Steuden",,Sachsen-Anhalt,,2004,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,25.5,,HS,Mitteldeutsche Netzgesellschaft Strom mbH,,903,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0217,ThyssenKrupp Steel Europe AG,Duisburg Ruhrort 2,47166,Duisburg - Ruhrort,,Nordrhein-Westfalen,Block 2,1955,in Betrieb,Sonstige Energieträger,Kuppelprodukte der Stahl- und Kokserzeugung,,Sonstige Energieträger(nicht erneuerbar) ,Nein,Ja,60,Anschluss im Werksnetz,110,ThyssenKrupp Steel Europe AG,,202,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0218,ThyssenKrupp Steel Europe AG,Duisburg Ruhrort 3,47166,Duisburg - Ruhrort,,Nordrhein-Westfalen,Block 3,1963,in Betrieb,Sonstige Energieträger,Kuppelprodukte der Stahl- und Kokserzeugung,,Sonstige Energieträger(nicht erneuerbar) ,Nein,Ja,90,Anschluss im Werksnetz,110,ThyssenKrupp Steel Europe AG,,203,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0219,ThyssenKrupp Steel Europe AG,Duisburg Ruhrort 4,47166,Duisburg - Ruhrort,,Nordrhein-Westfalen,Block 4,1968,in Betrieb,Sonstige Energieträger,Kuppelprodukte der Stahl- und Kokserzeugung,,Sonstige Energieträger(nicht erneuerbar) ,Nein,Ja,165,Anschluss im Werksnetz,110,ThyssenKrupp Steel Europe AG,,204,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0894a,PCK Raffinerie GmbH,IKS PCK Schwedt,16303,PCK Schwedt,,Brandenburg,Block 5 SE 5,1972,in Betrieb,Mineralölprodukte,CLO,CLO/Raff.Gas,Mineralölprodukte,Nein,Ja,28,UW Vrd,110,E.DIS AG,,844,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0894b,PCK Raffinerie GmbH,IKS PCK Schwedt,16303,PCK Schwedt,,Brandenburg,Block 6 SE 6,1994,in Betrieb,Mineralölprodukte,CLO,CLO/Raff.Gas,Mineralölprodukte,Nein,Nein,34.5,UW Vrd,110,E.DIS AG,,845,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0894c,PCK Raffinerie GmbH,IKS PCK Schwedt,16303,PCK Schwedt,,Brandenburg,Block 1 SE 1,1998,in Betrieb,Mineralölprodukte,HSCR,HSCR/VBR/VR/Raff.Gas,Mineralölprodukte,Nein,Ja,106,UW Vrd,110,E.DIS AG,,846,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0894d,PCK Raffinerie GmbH,IKS PCK Schwedt,16303,PCK Schwedt,,Brandenburg,Block 2 SE 2,1998,in Betrieb,Mineralölprodukte,HSCR,HSCR/VBR/VR/Raff.Gas,Mineralölprodukte,Nein,Ja,106,UW Vrd,110,E.DIS AG,,847,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0894e,PCK Raffinerie GmbH,IKS PCK Schwedt,16303,PCK Schwedt,,Brandenburg,SE 4,2011,in Betrieb,Mineralölprodukte,,,Mineralölprodukte,Nein,Nein,59,UW Vrd,110,E.DIS AG,,848,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA1097,Smurfit Kappa Zülpich Papier GmbH,Kohlekraftwerk,53909,Zülpich,Bessenicher Weg,Nordrhein-Westfalen,K06,2010,in Betrieb,Mehrere Energieträger,"Braunkohlebriketts 75%, Sek.Brennstoff 20%, Biogas 5%",Rejekt + Biogas,Braunkohle,Nein,Ja,14.4,Viktor Rolf,20,Westnetz GmbH,0101000020E610000092054CE0D69D1A40CD069964E4584940,1049,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1094,Smurfit Kappa Zülpich Papier GmbH,Gaskraftwerk,53910,Zülpich,Bessenicher Weg,Nordrhein-Westfalen,GKW,1966,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,15.1,Viktor Rolf,20,Westnetz GmbH,0101000020E610000092054CE0D69D1A40CD069964E4584940,1048,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,true
,BNA1529a,Photovoltaikkraftwerk Alt Daber 1 GmbH & Co. KG,,16909,Wittstock / Dosse,,Brandenburg,,2011,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,5.6,,,,,1506,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA1529b,Photovoltaikkraftwerk Alt Daber 2 GmbH & Co. KG,,16909,Wittstock / Dosse,,Brandenburg,,2011,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,7.5,,,,,1507,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA1529c,Photovoltaikkraftwerk Alt Daber 3 GmbH & Co. KG,,16909,Wittstock / Dosse,,Brandenburg,,2011,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,7.6,,,,,1508,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA1529d,Photovoltaikkraftwerk Alt Daber 4 GmbH & Co. KG,,16909,Wittstock / Dosse,,Brandenburg,,2011,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,5.4,,,,,1509,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA1529e,Photovoltaikkraftwerk Alt Daber 5 GmbH & Co. KG,,16909,Wittstock / Dosse,,Brandenburg,,2011,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,6,,,,,1510,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA1529f,Photovoltaikkraftwerk Alt Daber 6 GmbH & Co. KG,,16909,Wittstock / Dosse,,Brandenburg,,2011,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,7.4,,,,,1511,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,,EEG-Anlagen < 10 MW,,,,,Baden-Württemberg,,,in Betrieb,Biomasse,,,Biomasse,Ja,,517.6225,,,,,1651,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,BNA1529g,Photovoltaikkraftwerk Alt Daber 7 GmbH & Co. KG,,16909,Wittstock / Dosse,,Brandenburg,,2011,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,7.6,,,,,1512,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA1529h,Photovoltaikkraftwerk Alt Daber 8 GmbH & Co. KG,,16909,Wittstock / Dosse,,Brandenburg,,2011,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,7.6,,,,,1513,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA1529i,Photovoltaikkraftwerk Alt Daber 9 GmbH & Co. KG,,16909,Wittstock / Dosse,,Brandenburg,,2011,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,7.6,,,,,1514,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0913,Alpiq Spreetal GmbH,GuD Anlage Spreetal,2979,Spreetal,Südstraße,Sachsen,GuD,2009,Endgültig Stillgelegt 2012,Erdgas,,,Erdgas,Nein,Nein,50,110kV Umspannwerk Schwarze Pumpe,110,Mitteldeutsche Netzgesellschaft Strom mbH,,1794,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0431a,RheinEnergie AG,Windfarm Heckelberg-Breydin,16259 und 16230,Heckelberg-Brunow und Breydin,,Brandenburg,Heckelberg-Breydin,2004,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,17,UW Tuchem,110,E.DIS AG,,403,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0431b,,Windfarm Heckelberg-Breydin,16259 und 16230,Heckelberg-Brunow und Breydin,,Brandenburg,Heckelberg-Breydin,2004,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,10,UW Tuchem,110,E.DIS AG,,404,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA1218,Stadtwerke München GmbH,Windpark Illmersdorf,14913,Niederer Fläming,,Brandenburg,,2009,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,12,UW Charlottenfelde,110,E.DIS AG,,1161,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0920,Abrechnungsgemeinschaft Windpark Rodenkircherwurp GbR,,26935,Stadland,,Niedersachsen,,2000,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,11.3,,MS,EWE NETZ GmbH,,875,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0821,ENERTRAG Aktiengesellschaft,Umspannwerk Raguhn GmbH,6779,Raguhn-Jeßnitz,,Sachsen-Anhalt,,,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,52.9,UW Raguhn,110,Mitteldeutsche Netzgesellschaft Strom mbH,,769,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0917,Innwerk AG,Schärding-Neuhaus,A-4782,St. Florian am Inn,Badhöring 16,Österreich,Schärding-Neuhaus,1963,in Betrieb,Laufwasser,,,Laufwasser,Nein,Nein,48,Schaltanlage vor Ort,220,APG/Bayernwerk AG,,873,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0675,Levanto Molau/Leislau GmbH,,6618,"Molauer Land, OT Molau",,Sachsen-Anhalt,,2002,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,26.4,,HS/MS,Mitteldeutsche Netzgesellschaft Strom mbH,,629,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0776,HelveticWind Deutschland GmbH,Windpark Lüdersdorf Parstein,16248,Parsteinsee,,Brandenburg,,2004,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,22.5,DE00100016248DS000000000005554231,110,E.DIS AG,,732,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0251,E.ON Kernkraft GmbH,Grohnde,31857,Emmerthal,,Niedersachsen,KWG,1985,in Betrieb,Kernenergie,,,Kernenergie,Nein,Nein,1360,Grohnde,380,TenneT TSO GmbH ,,243,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0860,Klausner Holz Thüringen GmbH,,7929,Saalburg-Ebersdorf,,Thüringen,,2008,in Betrieb,Biomasse,,,Biomasse,Ja,,12.89,,MS,TEN Thüringer Energienetze GmbH,,804,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0049,Windpark Büren GmbH & Co. KG,,33181,Bad Wünnenberg,,Nordrhein-Westfalen,,2009,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,10,,HS,Westnetz GmbH,,49,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA1610,,Windpark Hilsberg,35080,Bad Endbach  - Bottenhorn,,Hessen,,2014,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,15.25,,MS,EnergieNetz Mitte GmbH,,1603,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0583,Energiedienst Holding AG,Laufenburg,CH-5080,Laufenburg,,Schweiz,KW Laufenburg,1914,in Betrieb,Laufwasser,,,Laufwasser,Nein,Nein,104.4,110-kV-Schaltanlage Laufenburg,110,ED Netze GmbH,,541,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0720,Theolia Naturenergien GmbH,Windpark Vogelsberg,63636,Brachttal-Streitberg,,Hessen,Windpark Vogelsberg,2006,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,Nein,19.5,UW Wächstersbach,20,Kreiswerke Main-Kinzig GmbH,,676,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0105,envia THERM GmbH,GuD Bitterfeld,6749,Bitterfeld,,Sachsen-Anhalt,,2000,in Betrieb,Erdgas,,,Erdgas,Nein,Ja,106,UW Bitterfeld Mitte,110,Mitteldeutsche Netzgesellschaft Strom mbH,,96,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA1530a,Photovoltaikkraftwerk Bochow 1 GmbH & Co. KG,,14550,Groß Kreutz (Havel),,Brandenburg,,2012,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,3.8,,,,,1516,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA1530b,Photovoltaikkraftwerk Bochow 2 GmbH & Co. KG,,14550,Groß Kreutz (Havel),,Brandenburg,,2012,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,6,,,,,1517,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA1530c,Photovoltaikkraftwerk Bochow 3 GmbH & Co. KG,,14550,Groß Kreutz (Havel),,Brandenburg,,2012,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,3,,,,,1518,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA1530d,Photovoltaikkraftwerk Bochow 4 GmbH & Co. KG,,14550,Groß Kreutz (Havel),,Brandenburg,,2012,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,4.5,,,,,1519,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA1530f,Photovoltaikkraftwerk Bochow 6 GmbH & Co. KG,,14550,Groß Kreutz (Havel),,Brandenburg,,2012,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,5.9,,,,,1521,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0258,Windpark Katzenberg GmbH & Co. KG,,99198,Erfurt-Kerspleben,,Thüringen,,2004,in Betrieb,Windenergie (Onshore-Anlage),,,Windenergie (Onshore-Anlage),Ja,,11.9,,HS/MS,SWE Netz GmbH (Erfurt),,251,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA1352,,,17153,Stavenhagen,Hubschrauberlandeplatz Basepohl,Mecklenburg-Vorpommern,,2011,in Betrieb,Solare Strahlungsenergie,,,Solare Strahlungsenergie,Ja,,11.16288,,,E.DIS AG,,1310,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA0621,Stadtwerke Leipzig GmbH,Biomasseheizkraftwerk Piesteritz,6886,Wittenberg/ Piesteritz,,Sachsen-Anhalt,,2009,in Betrieb,Biomasse,Waldrestholz,,Biomasse,Ja,Ja,18.1,"Dessauer Str. 124R, 06886 Lutherstadt Wittenberg",110,Mitteldeutsche Netzgesellschaft Strom mbH,,581,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,BNA1198,SITA Abfallverwertung GmbH,SITA Abfallverwertung GmbH ,6686,Lützen OT Zorbau,Bayerische Str.20,Sachsen-Anhalt,,2005,in Betrieb,Abfall,,,Abfall,Nein,ja,25.378,UW Zorbau,110,Mitteldeutsche Netzgesellschaft Strom mbH,,1149,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.892697+00,false
,,EEG-Anlagen < 10 MW,,,,,Bayern,,,in Betrieb,Laufwasser,,,Laufwasser,Ja,,633.159779,,,,,1694,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,Nicht-EEG-Anlagen < 10 MW,,,,,ohne Zuordnung,,,in Betrieb,Mehrere Energieträger,,,Mehrere Energieträger(nicht erneuerbar),Nein,,32.7313,,,,,1746,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,Nicht-EEG-Anlagen < 10 MW,,,,,ohne Zuordnung,,,in Betrieb,Mineralölprodukte,,,Mineralölprodukte,Nein,,250.6304,,,,,1747,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,Nicht-EEG-Anlagen < 10 MW,,,,,ohne Zuordnung,,,in Betrieb,Pumpspeicher,,,Pumpspeicher,Nein,,1.52,,,,,1748,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,Nicht-EEG-Anlagen < 10 MW,,,,,ohne Zuordnung,,,in Betrieb,Sonstige Energieträger,,,Sonstige Energieträger(nicht erneuerbar) ,Nein,,396.64939,,,,,1749,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,Nicht-EEG-Anlagen < 10 MW,,,,,ohne Zuordnung,,,in Betrieb,Speicherwasser (ohne Pumpspeicher),,,Speicherwasser (ohne Pumpspeicher),Nein,,82.456,,,,,1750,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,Nicht-EEG-Anlagen < 10 MW,,,,,ohne Zuordnung,,,in Betrieb,Steinkohle,,,Steinkohle,Nein,,12,,,,,1751,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
,,Nicht-EEG-Anlagen < 10 MW,,,,,ohne Zuordnung,,,in Betrieb,Unbekannter Energieträger,,,Unbekannter Energieträger(nicht erneuerbar),Nein,,176.0814,,,,,1752,2015-08-08 15:14:17.278967+00,2015-08-08 15:18:35.661756+00,
